new_index,id,title,author,year,publisher,issn,url,doi,abstract,keyword,pages,num_pages,publication_venue,content_type,source
39,,Gender Recognition in Informal and Formal Language Scenarios via Transfer Learning,Daniel Escobar-GrisalesJuan Camilo Vásquez-CorreaJuan Rafael Orozco-Arroyave,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-86702-7_15,10.1007/978-3-030-86702-7_15,,,,,Applied Computer Sciences in Engineering,Chapter,Springer
40,,Towards Offensive Language Identification for Tamil Code-Mixed YouTube Comments and Posts,Charangan VasantharajanUthayasanker Thayasivam,2021,,,http://link.springer.com/article/10.1007/s42979-021-00977-y,10.1007/s42979-021-00977-y,,,,,SN Computer Science,Article,Springer
41,,Knowledge Management in Organizations,Lorna UdenDr. I-Hsien TingKai Wang,2021,,,http://link.springer.com/book/10.1007/978-3-030-81635-3,10.1007/978-3-030-81635-3,,,,,Communications in Computer and Information Science,Book,Springer
42,,MacularNet: Towards Fully Automated Attention-Based Deep CNN for Macular Disease Classification,Sapna S. MishraBappaditya MandalNiladri B. Puhan,2022,,,http://link.springer.com/article/10.1007/s42979-022-01024-0,10.1007/s42979-022-01024-0,,,,,SN Computer Science,Article,Springer
43,,A Novel Shallow ConvNet-18 for Malaria Parasite Detection in Thin Blood Smear Images,Poonguzhali ElangovanMalaya Kumar Nath,2021,,,http://link.springer.com/article/10.1007/s42979-021-00763-w,10.1007/s42979-021-00763-w,,,,,SN Computer Science,Article,Springer
44,,Natural Language Inference: Detecting Contradiction and Entailment in Multilingual Text,Sai Sree HarshaK. Krishna SwaroopB. R. Chandavarkar,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-91244-4_25,10.1007/978-3-030-91244-4_25,,,,,Data Science and Computational Intelligence,Chapter,Springer
45,,AIxIA 2020 – Advances in Artificial Intelligence,Matteo BaldoniStefania Bandini,2021,,,http://link.springer.com/book/10.1007/978-3-030-77091-4,10.1007/978-3-030-77091-4,,,,,Lecture Notes in Computer Science,Book,Springer
46,,Posterior Transfer Learning with Active Sampling,Jie PanYaofeng Tu,2021,,,http://link.springer.com/chapter/10.1007/978-981-16-3150-4_52,10.1007/978-981-16-3150-4_52,,,,,Big Data and Security,Chapter,Springer
47,,Deep Cybersecurity: A Comprehensive Overview from Neural Network and Deep Learning Perspective,Iqbal H. Sarker,2021,,,http://link.springer.com/article/10.1007/s42979-021-00535-6,10.1007/s42979-021-00535-6,,,,,SN Computer Science,Article,Springer
48,,Cloud-based intelligent self-diagnosis and department recommendation service using Chinese medical BERT,Junshu WangGuoming ZhangWei WangKa ZhangYehua Sheng,2021,,,http://link.springer.com/article/10.1186/s13677-020-00218-2,10.1186/s13677-020-00218-2,,,,,Journal of Cloud Computing,Article,Springer
49,,Efficient Visual Sentiment Prediction Approaches Using Deep Learning Models,Ganesh ChandrasekaranD. Jude Hemanth,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-91305-2_20,10.1007/978-3-030-91305-2_20,,,,,Knowledge Graphs and Semantic Web,Chapter,Springer
50,,Sentence Embedding Models for Similarity Detection of Software Requirements,Souvick DasNovarun DebAgostino CortesiNabendu Chaki,2021,,,http://link.springer.com/article/10.1007/s42979-020-00427-1,10.1007/s42979-020-00427-1,,,,,SN Computer Science,Article,Springer
51,,Opinion mining for app reviews: an analysis of textual representation and predictive models,Adailton F. AraujoMarcos P. S. GôloRicardo M. Marcacini,2021,,,http://link.springer.com/article/10.1007/s10515-021-00301-1,10.1007/s10515-021-00301-1,,,,,Automated Software Engineering,Article,Springer
52,,Neural Style Transfer as Data Augmentation for Improving COVID-19 Diagnosis Classification,Netzahualcoyotl Hernandez-CruzDavid CatoJesus Favela,2021,,,http://link.springer.com/article/10.1007/s42979-021-00795-2,10.1007/s42979-021-00795-2,,,,,SN Computer Science,Article,Springer
53,,Inherent Discriminability of BERT Towards Racial Minority Associated Data,Maryam RamezanzadehmoghadamHongmei ChiEdward L. JonesZiheng Chi,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-86970-0_19,10.1007/978-3-030-86970-0_19,,,,,Computational Science and Its Applications – ICCSA 2021,Chapter,Springer
54,,"Unifying Lexical, Syntactic, and Structural Representations of Written Language for Authorship Attribution",Fereshteh JafariakinabadKien A. Hua,2021,,,http://link.springer.com/article/10.1007/s42979-021-00911-2,10.1007/s42979-021-00911-2,,,,,SN Computer Science,Article,Springer
55,,Low-Cost Wi-Fi Fingerprinting Indoor Localization via Generative Deep Learning,Jiankun WangZenghua ZhaoJiayang CuiYu WangYiYao ShiBin Wu,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-85928-2_5,10.1007/978-3-030-85928-2_5,,,,,"Wireless Algorithms, Systems, and Applications",Chapter,Springer
56,,"Deep Learning: A Comprehensive Overview on Techniques, Taxonomy, Applications and Research Directions",Iqbal H. Sarker,2021,,,http://link.springer.com/article/10.1007/s42979-021-00815-1,10.1007/s42979-021-00815-1,,,,,SN Computer Science,Article,Springer
57,,A Bi-fold Approach to Detect and Classify COVID-19 X-Ray Images and Symptom Auditor,Ahan ChatterjeeSwagatam RoySunanda Das,2021,,,http://link.springer.com/article/10.1007/s42979-021-00701-w,10.1007/s42979-021-00701-w,,,,,SN Computer Science,Article,Springer
58,,Conclusion stability for natural language based mining of design discussions,Alvi MahadiNeil A. ErnstKaran Tongay,2021,,,http://link.springer.com/article/10.1007/s10664-021-10009-1,10.1007/s10664-021-10009-1,,,,,Empirical Software Engineering,Article,Springer
59,,Automated COVID-19 Detection from Chest X-Ray Images: A High-Resolution Network (HRNet) Approach,Sifat AhmedTonmoy HossainOishee Bintey HoqueSujan SarkerSejuti RahmanFaisal Muhammad Shah,2021,,,http://link.springer.com/article/10.1007/s42979-021-00690-w,10.1007/s42979-021-00690-w,,,,,SN Computer Science,Article,Springer
60,,A Comprehensive Survey of COVID-19 Detection Using Medical Images,Faisal Muhammad ShahSajib Kumar Saha JoyFarzad AhmedTonmoy HossainMayeesha HumairaAmit Saha AmiShimul PaulMd Abidur Rahman Khan JimSifat Ahmed,2021,,,http://link.springer.com/article/10.1007/s42979-021-00823-1,10.1007/s42979-021-00823-1,,,,,SN Computer Science,Article,Springer
61,,A Review on Progress in Semantic Image Segmentation and Its Application to Medical Images,Mithun Kumar KarMalaya Kumar NathDebanga Raj Neog,2021,,,http://link.springer.com/article/10.1007/s42979-021-00784-5,10.1007/s42979-021-00784-5,,,,,SN Computer Science,Article,Springer
62,,Symbolic and Quantitative Approaches to Reasoning with Uncertainty,Jiřina VejnarováNic Wilson,2021,,,http://link.springer.com/book/10.1007/978-3-030-86772-0,10.1007/978-3-030-86772-0,,,,,Lecture Notes in Computer Science,Book,Springer
63,,Hope Speech Detection for Dravidian Languages Using Cross-Lingual Embeddings with Stacked Encoder Architecture,Arunima SundarAkshay RamakrishnanAvantika BalajiThenmozhi Durairaj,2021,,,http://link.springer.com/article/10.1007/s42979-021-00943-8,10.1007/s42979-021-00943-8,,,,,SN Computer Science,Article,Springer
64,,Engineering a Digital Twin for Manual Assembling,Alexandru MateiNicolae-Adrian ŢocuConstantin-Bălă ZamfirescuArpad GellertMihai Neghină,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-83723-5_10,10.1007/978-3-030-83723-5_10,,,,,"Leveraging Applications of Formal Methods, Verification and Validation: Tools and Trends",Chapter,Springer
65,,Exploring Video Captioning Techniques: A Comprehensive Survey on Deep Learning Methods,Saiful IslamAurpan DashAshek SeumAmir Hossain RajTonmoy HossainFaisal Muhammad Shah,2021,,,http://link.springer.com/article/10.1007/s42979-021-00487-x,10.1007/s42979-021-00487-x,,,,,SN Computer Science,Article,Springer
66,,Multi-source Multimodal Data and Deep Learning for Disaster Response: A Systematic Review,Nilani AlgiriyageRaj PrasannaKristin StockEmma E. H. DoyleDavid Johnston,2021,,,http://link.springer.com/article/10.1007/s42979-021-00971-4,10.1007/s42979-021-00971-4,,,,,SN Computer Science,Article,Springer
67,,DeepCov19Net: Automated COVID-19 Disease Detection with a Robust and Effective Technique Deep Learning Approach,Fatih DemirKürşat DemirAbdulkadir Şengür,2022,,,http://link.springer.com/article/10.1007/s00354-021-00152-0,10.1007/s00354-021-00152-0,,,,,New Generation Computing,Article,Springer
68,,A Transfer Learning Approach for Indoor Object Identification,Mouna AfifRiadh AyachiYahia SaidMohamed Atri,2021,,,http://link.springer.com/article/10.1007/s42979-021-00790-7,10.1007/s42979-021-00790-7,,,,,SN Computer Science,Article,Springer
69,,Course Classification of Online Learning Platform Based on Sentence-Bert Model,Jiaze HeQian LuYing TongYiyang Chen,2021,,,http://link.springer.com/chapter/10.1007/978-981-16-3150-4_50,10.1007/978-981-16-3150-4_50,,,,,Big Data and Security,Chapter,Springer
70,,What makes a popular academic AI repository?,Yuanrui FanXin XiaDavid LoAhmed E. HassanShanping Li,2021,,,http://link.springer.com/article/10.1007/s10664-020-09916-6,10.1007/s10664-020-09916-6,,,,,Empirical Software Engineering,Article,Springer
71,,Advances in Visual Informatics,Halimah Badioze ZamanAlan F. SmeatonTimothy K. ShihProf. Sergio VelastinTada TerutoshiProf. Dr. Bo Nørregaard JørgensenDr. Hazleen ArisNazrita Ibrahim,2021,,,http://link.springer.com/book/10.1007/978-3-030-90235-3,10.1007/978-3-030-90235-3,,,,,Lecture Notes in Computer Science,Book,Springer
72,,Automatic Text Summarization Using Transformers,Siwar AbbesSarra Ben AbbèsRim HantachPhilippe Calvez,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-91305-2_23,10.1007/978-3-030-91305-2_23,,,,,Knowledge Graphs and Semantic Web,Chapter,Springer
73,,"Advanced Research in Technologies, Information, Innovation and Sustainability",Prof. Teresa GuardaFilipe PortelaManuel Filipe Santos,2021,,,http://link.springer.com/book/10.1007/978-3-030-90241-4,10.1007/978-3-030-90241-4,,,,,Communications in Computer and Information Science,Book,Springer
74,,COVIDXception-Net: A Bayesian Optimization-Based Deep Learning Approach to Diagnose COVID-19 from X-Ray Images,Shifat E. ArmanSejuti RahmanShamim Ahmed Deowan,2021,,,http://link.springer.com/article/10.1007/s42979-021-00980-3,10.1007/s42979-021-00980-3,,,,,SN Computer Science,Article,Springer
75,,DermaDL: Advanced Convolutional Neural Networks for Computer-Aided Skin-Lesion Classification,Daniel M. LimaJose F. Rodrigues-JrBruno BrandoliLorraine GoeuriotSihem Amer-Yahia,2021,,,http://link.springer.com/article/10.1007/s42979-021-00641-5,10.1007/s42979-021-00641-5,,,,,SN Computer Science,Article,Springer
76,,"Leveraging Applications of Formal Methods, Verification and Validation: Tools and Trends",Tiziana MargariaProf. Dr. Bernhard Steffen,2021,,,http://link.springer.com/book/10.1007/978-3-030-83723-5,10.1007/978-3-030-83723-5,,,,,Lecture Notes in Computer Science,Book,Springer
77,,ANEGMA: an automated negotiation model for e-markets,Pallavi BaggaNicola PaolettiBedour AlrayesKostas Stathis,2021,,,http://link.springer.com/article/10.1007/s10458-021-09513-x,10.1007/s10458-021-09513-x,,,,,Autonomous Agents and Multi-Agent Systems,Article,Springer
78,,On the Transfer Learning of Genetic Programming Classification Algorithms,Thambo NyathiNelishia Pillay,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-90425-8_4,10.1007/978-3-030-90425-8_4,,,,,Theory and Practice of Natural Computing,Chapter,Springer
79,,An exploration of semi-supervised and language-adversarial transfer learning using hybrid acoustic model for hindi speech recognition,Ankit KumarRajesh Kumar Aggarwal,2021,,,http://link.springer.com/article/10.1007/s40860-021-00140-7,10.1007/s40860-021-00140-7,,,,,Journal of Reliable Intelligent Environments,Article,Springer
80,,Hard Disk Failure Prediction via Transfer Learning,Rui ZhaoDonghai GuanYuanfeng JinHui XiaoWeiwei YuanYaofeng TuAsad Masood Khattak,2021,,,http://link.springer.com/chapter/10.1007/978-981-16-3150-4_43,10.1007/978-981-16-3150-4_43,,,,,Big Data and Security,Chapter,Springer
81,,Multi-task Transfer Learning for Bayesian Network Structures,Sarah BenikhlefPhilippe LerayGuillaume RaschiaMontassar Ben MessaoudFayrouz Sakly,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-86772-0_16,10.1007/978-3-030-86772-0_16,,,,,Symbolic and Quantitative Approaches to Reasoning with Uncertainty,Chapter,Springer
82,,MHCPDP: multi-source heterogeneous cross-project defect prediction via multi-source transfer learning and autoencoder,Jie WuYingbo Wu Nan NiuMin Zhou,2021,,,http://link.springer.com/article/10.1007/s11219-021-09553-2,10.1007/s11219-021-09553-2,,,,,Software Quality Journal,Article,Springer
83,,Visibility estimation via deep label distribution learning in cloud environment,Mofei SongXu HanXiao Fan LiuQian Li,2021,,,http://link.springer.com/article/10.1186/s13677-021-00261-7,10.1186/s13677-021-00261-7,,,,,Journal of Cloud Computing,Article,Springer
84,,Rap4DQ: Learning to recommend relevant API documentation for developer questions,Yi LiShaohua WangWenbo WangTien N. NguyenYan WangXinyue Ye,2021,,,http://link.springer.com/article/10.1007/s10664-021-10067-5,10.1007/s10664-021-10067-5,,,,,Empirical Software Engineering,Article,Springer
85,,CoWarriorNet: A Novel Deep-Learning Framework for CoVID-19 Detection from Chest X-Ray Images,Indrani RoyRinita ShaiArijit GhoshAnirban BejSoumen Kumar Pati,2021,,,http://link.springer.com/article/10.1007/s00354-021-00143-1,10.1007/s00354-021-00143-1,,,,,New Generation Computing,Article,Springer
86,,Image Abstraction Framework as a Pre-processing Technique for Accurate Classification of Archaeological Monuments Using Machine Learning Approaches,M. P. Pavan KumarB. PoornimaH. S. NagendraswamyC. ManjunathB. E. RangaswamyM. VarshaH. P. Vinutha,2021,,,http://link.springer.com/article/10.1007/s42979-021-00935-8,10.1007/s42979-021-00935-8,,,,,SN Computer Science,Article,Springer
87,,Complex Human Action Recognition Using a Hierarchical Feature Reduction and Deep Learning-Based Method,Fatemeh SerpushMahdi Rezaei,2021,,,http://link.springer.com/article/10.1007/s42979-021-00484-0,10.1007/s42979-021-00484-0,,,,,SN Computer Science,Article,Springer
88,,Medical Provider Embeddings for Healthcare Fraud Detection,Justin M. JohnsonTaghi M. Khoshgoftaar,2021,,,http://link.springer.com/article/10.1007/s42979-021-00656-y,10.1007/s42979-021-00656-y,,,,,SN Computer Science,Article,Springer
89,,Intelligent Systems,André BrittoKarina Valdivia Delgado,2021,,,http://link.springer.com/book/10.1007/978-3-030-91702-9,10.1007/978-3-030-91702-9,,,,,Lecture Notes in Computer Science,Book,Springer
90,,Quality of Information and Communications Technology,Prof. Ana C. R. PaivaAna Rosa CavalliPaula Ventura MartinsRicardo Pérez-Castillo,2021,,,http://link.springer.com/book/10.1007/978-3-030-85347-1,10.1007/978-3-030-85347-1,,,,,Communications in Computer and Information Science,Book,Springer
91,,How to Improve E-commerce Search Engines? Evaluating Transformer-Based Named Entity Recognition on German Product Datasets,Sergej DenisovFrederik S. Bäumer,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-88304-1_28,10.1007/978-3-030-88304-1_28,,,,,Information and Software Technologies,Chapter,Springer
92,,Explorative Application of Fusion Techniques for Multimodal Hate Speech Detection,Siva SaiNaman Deep SrivastavaYashvardhan Sharma,2022,,,http://link.springer.com/article/10.1007/s42979-021-01007-7,10.1007/s42979-021-01007-7,,,,,SN Computer Science,Article,Springer
93,,"Integration of Constraint Programming, Artificial Intelligence, and Operations Research",Peter J. Stuckey,2021,,,http://link.springer.com/book/10.1007/978-3-030-78230-6,10.1007/978-3-030-78230-6,,,,,Lecture Notes in Computer Science,Book,Springer
94,,Study of a Hybrid Approach Towards Malware Detection in Executable Files,Akshara PBhawana Rudra,2021,,,http://link.springer.com/article/10.1007/s42979-021-00672-y,10.1007/s42979-021-00672-y,,,,,SN Computer Science,Article,Springer
95,,An Automatic System to Monitor the Physical Distance and Face Mask Wearing of Construction Workers in COVID-19 Pandemic,Moein RazaviHamed AlikhaniVahid JanfazaBenyamin SadeghiEhsan Alikhani,2021,,,http://link.springer.com/article/10.1007/s42979-021-00894-0,10.1007/s42979-021-00894-0,,,,,SN Computer Science,Article,Springer
96,,An Analysis of Adaptable Intelligent Models for Pulmonary Tuberculosis Detection and Classification,Abdul Karim SiddiquiVijay Kumar Garg,2021,,,http://link.springer.com/article/10.1007/s42979-021-00890-4,10.1007/s42979-021-00890-4,,,,,SN Computer Science,Article,Springer
97,,A Novel Method for CNN Training Using Existing Color Datasets for Classifying Hand Postures in Bayer Images,Mahesh ChandraBrejesh Lall,2021,,,http://link.springer.com/article/10.1007/s42979-021-00450-w,10.1007/s42979-021-00450-w,,,,,SN Computer Science,Article,Springer
98,,Handshape Classification in a Reverse Dictionary of Sign Languages for the Deaf,Alikhan AbutalipovAigerim JanaliyevaMedet MukushevAntonio CeroneAnara Sandygulova,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-70650-0_14,10.1007/978-3-030-70650-0_14,,,,,From Data to Models and Back,Chapter,Springer
99,,Classification of Multiple Retinal Disorders from Enhanced Fundus Images Using Semi-supervised GAN,A. SmithaP. Jidesh,2021,,,http://link.springer.com/article/10.1007/s42979-021-00945-6,10.1007/s42979-021-00945-6,,,,,SN Computer Science,Article,Springer
100,,Deep Component Based Age Invariant Face Recognition in an Unconstrained Environment,Amad AsifMuhammad Atif TahirMohsin Ali,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-88113-9_8,10.1007/978-3-030-88113-9_8,,,,,Advances in Computational Collective Intelligence,Chapter,Springer
101,,Automatically recommending components for issue reports using deep learning,Morakot ChoetkiertikulHoa Khanh DamTruyen TranTrang PhamChaiyong RagkhitwetsagulAditya Ghose,2021,,,http://link.springer.com/article/10.1007/s10664-020-09898-5,10.1007/s10664-020-09898-5,,,,,Empirical Software Engineering,Article,Springer
102,,ABCD: Analogy-Based Controllable Data Augmentation,Shuo YangYves Lepage,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-90425-8_6,10.1007/978-3-030-90425-8_6,,,,,Theory and Practice of Natural Computing,Chapter,Springer
103,,Learning Semantic Features for Classifying Very Large Image Datasets Using Convolution Neural Network,A. Shubha RaoK. Mahantesh,2021,,,http://link.springer.com/article/10.1007/s42979-021-00589-6,10.1007/s42979-021-00589-6,,,,,SN Computer Science,Article,Springer
104,,Application of Graph Neural Network in Automatic Text Summarization,Rui LuoShan ZhaoZhiping Cai,2021,,,http://link.springer.com/chapter/10.1007/978-981-16-1877-2_9,10.1007/978-981-16-1877-2_9,,,,,Theoretical Computer Science,Chapter,Springer
